Result,Result Count,Machine,Materials
PICKAXE_OF_THE_SEEKER,1,magic_workbench,"{'Compass': 2, 'SYNTHETIC_DIAMOND': 1, 'FERROSILICON': 2}"
SMALL_BACKPACK,1,enhanced_crafting_table,"{'Leather': 5, 'GOLD_6K': 2, 'Chest': 1}"
MEDIUM_BACKPACK,1,enhanced_crafting_table,"{'Leather': 5, 'GOLD_10K': 2, 'SMALL_BACKPACK': 1}"
LARGE_BACKPACK,1,enhanced_crafting_table,"{'Leather': 5, 'GOLD_14K': 2, 'MEDIUM_BACKPACK': 1}"
WOVEN_BACKPACK,1,enhanced_crafting_table,"{'CLOTH': 5, 'GOLD_16K': 2, 'LARGE_BACKPACK': 1}"
CRUCIBLE,1,enhanced_crafting_table,"{'Terracotta': 6, 'Flint and Steel': 1}"
GILDED_BACKPACK,1,enhanced_crafting_table,"{'GOLD_22K': 4, 'Leather': 2, 'WOVEN_BACKPACK': 1}"
RADIANT_BACKPACK,1,enhanced_crafting_table,"{'GOLD_24K': 4, 'Leather': 2, 'GILDED_BACKPACK': 1}"
RESTORED_BACKPACK,1,null,{}
MAGNET,1,smeltery,"{'NICKEL_INGOT': 1, 'ALUMINUM_DUST': 1, 'IRON_DUST': 1, 'COBALT_INGOT': 1}"
INFUSED_MAGNET,1,magic_workbench,"{'MAGIC_LUMP_3': 4, 'ENDER_LUMP_2': 2, 'MAGNET': 1}"
COBALT_PICKAXE,1,enhanced_crafting_table,"{'COBALT_INGOT': 3, 'NICKEL_INGOT': 2}"
NECROTIC_SKULL,1,magic_workbench,"{'MAGIC_LUMP_3': 4, 'Wither Skeleton Skull': 1}"
ESSENCE_OF_AFTERLIFE,1,ancient_altar,"{'ENDER_LUMP_3': 4, 'ANCIENT_RUNE_AIR': 1, 'ANCIENT_RUNE_EARTH': 1, 'NECROTIC_SKULL': 1, 'ANCIENT_RUNE_FIRE': 1, 'ANCIENT_RUNE_WATER': 1}"
SYNTHETIC_SHULKER_SHELL,1,ancient_altar,"{'ENDER_LUMP_3': 4, 'ANCIENT_RUNE_ENDER': 2, 'REINFORCED_PLATE': 2, 'Turtle Shell': 1}"
BOUND_BACKPACK,1,magic_workbench,"{'ENDER_LUMP_2': 4, 'ESSENCE_OF_AFTERLIFE': 2, 'WOVEN_BACKPACK': 1}"
DURALUMIN_JETBOOTS,1,enhanced_crafting_table,"{'DURALUMIN_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'SMALL_CAPACITOR': 1}"
SOLDER_JETBOOTS,1,enhanced_crafting_table,"{'SOLDER_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'SMALL_CAPACITOR': 1}"
BILLON_JETBOOTS,1,enhanced_crafting_table,"{'BILLON_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'SMALL_CAPACITOR': 1}"
STEEL_JETBOOTS,1,enhanced_crafting_table,"{'STEEL_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'SMALL_CAPACITOR': 1}"
DAMASCUS_STEEL_JETBOOTS,1,enhanced_crafting_table,"{'DAMASCUS_STEEL_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'SMALL_CAPACITOR': 1}"
REINFORCED_ALLOY_JETBOOTS,1,enhanced_crafting_table,"{'REINFORCED_ALLOY_INGOT': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'MEDIUM_CAPACITOR': 1}"
CARBONADO_JETBOOTS,1,enhanced_crafting_table,"{'CARBONADO': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'LARGE_CAPACITOR': 1}"
ARMORED_JETBOOTS,1,enhanced_crafting_table,"{'STEEL_PLATE': 2, 'POWER_CRYSTAL': 1, 'STEEL_THRUSTER': 2, 'MEDIUM_CAPACITOR': 1}"
SEISMIC_AXE,1,magic_workbench,"{'HARDENED_METAL_INGOT': 3, 'STAFF_ELEMENTAL': 2}"
PICKAXE_OF_VEIN_MINING,1,magic_workbench,"{'Emerald Ore': 2, 'SYNTHETIC_DIAMOND': 1, 'GILDED_IRON': 2}"
CLIMBING_PICK,1,enhanced_crafting_table,"{'STEEL_INGOT': 2, 'HARDENED_METAL_INGOT': 1, 'Stick': 2}"
SOULBOUND_SWORD,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Sword': 1}"
SOULBOUND_TRIDENT,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Trident': 1}"
SOULBOUND_BOW,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Bow': 1}"
SOULBOUND_PICKAXE,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Pickaxe': 1}"
SOULBOUND_AXE,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Axe': 1}"
SOULBOUND_SHOVEL,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Shovel': 1}"
SOULBOUND_HOE,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Hoe': 1}"
SOULBOUND_HELMET,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Helmet': 1}"
SOULBOUND_CHESTPLATE,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Chestplate': 1}"
SOULBOUND_LEGGINGS,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Leggings': 1}"
SOULBOUND_BOOTS,1,magic_workbench,"{'ESSENCE_OF_AFTERLIFE': 2, 'Diamond Boots': 1}"
JUICER,1,multiblock,"{'Glass': 1, 'Nether Brick Fence': 1, 'Dispenser (Facing up)': 1}"
APPLE_JUICE,1,juicer,{'Apple': 1}
CARROT_JUICE,1,juicer,{'Carrot': 1}
MELON_JUICE,1,juicer,{'Melon Slice': 1}
PUMPKIN_JUICE,1,juicer,{'Pumpkin': 1}
SWEET_BERRY_JUICE,1,juicer,{'Sweet Berries': 1}
GOLDEN_APPLE_JUICE,1,juicer,{'Golden Apple': 1}
BROKEN_SPAWNER,1,pickaxe_of_containment,{'Spawner': 1}
REINFORCED_SPAWNER,1,ancient_altar,"{'ANCIENT_RUNE_ENDER': 2, 'Flask of Knowledge': 4, 'ESSENCE_OF_AFTERLIFE': 2, 'BROKEN_SPAWNER': 1}"
ENHANCED_FURNACE,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'Furnace': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_2,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_3,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_2': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_4,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_3': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_5,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_4': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_6,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_5': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_7,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_6': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_8,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_7': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_9,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_8': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_10,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_9': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ENHANCED_FURNACE_11,1,enhanced_crafting_table,"{'STEEL_INGOT': 1, 'BASIC_CIRCUIT_BOARD': 1, 'ENHANCED_FURNACE_10': 1, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
REINFORCED_FURNACE,1,enhanced_crafting_table,"{'REINFORCED_ALLOY_INGOT': 4, 'BASIC_CIRCUIT_BOARD': 1, 'HEATING_COIL': 2, 'ENHANCED_FURNACE_11': 1, 'ELECTRIC_MOTOR': 1}"
CARBONADO_EDGED_FURNACE,1,enhanced_crafting_table,"{'CARBONADO': 4, 'BASIC_CIRCUIT_BOARD': 1, 'HEATING_COIL': 2, 'REINFORCED_FURNACE': 1, 'ELECTRIC_MOTOR': 1}"
ELECTRO_MAGNET,1,enhanced_crafting_table,"{'NICKEL_INGOT': 1, 'MAGNET': 1, 'COBALT_INGOT': 1, 'BATTERY': 1}"
ELECTRIC_MOTOR,1,enhanced_crafting_table,"{'COPPER_WIRE': 6, 'ELECTRO_MAGNET': 1}"
HEATING_COIL,1,enhanced_crafting_table,"{'COPPER_WIRE': 8, 'ELECTRIC_MOTOR': 1}"
COPPER_WIRE,8,enhanced_crafting_table,{'COPPER_INGOT': 3}
BLOCK_PLACER,1,enhanced_crafting_table,"{'GOLD_4K': 4, 'Piston': 2, 'Iron Ingot': 2, 'ELECTRIC_MOTOR': 1}"
SCROLL_OF_DIMENSIONAL_TELEPOSITION,1,magic_workbench,"{'ENDER_LUMP_3': 4, 'MAGIC_EYE_OF_ENDER': 2, 'MAGICAL_BOOK_COVER': 1}"
EXPLOSIVE_BOW,1,magic_workbench,"{'Stick': 2, 'Gunpowder': 2, 'STAFF_ELEMENTAL_FIRE': 1, 'SULFATE': 1}"
ICY_BOW,1,magic_workbench,"{'Stick': 2, 'Ice': 2, 'STAFF_ELEMENTAL_WATER': 1, 'Packed Ice': 1}"
TOME_OF_KNOWLEDGE_SHARING,1,magic_workbench,"{'Feather': 1, 'Ink Sac': 1, 'MAGICAL_BOOK_COVER': 1, 'Glass Bottle': 1, 'Book and Quill': 1}"
FLASK_OF_KNOWLEDGE,8,magic_workbench,"{'MAGIC_LUMP_2': 3, 'Glass Pane': 1}"
BIRTHDAY_CAKE,1,enhanced_crafting_table,"{'Torch': 1, 'Sugar': 2, 'Cake': 1}"
CHRISTMAS_MILK,4,enhanced_crafting_table,"{'Milk Bucket': 1, 'Glass Bottle': 1}"
CHRISTMAS_CHOCOLATE_MILK,2,enhanced_crafting_table,"{'CHRISTMAS_MILK': 1, 'Cocoa Beans': 1}"
CHRISTMAS_EGG_NOG,2,enhanced_crafting_table,"{'CHRISTMAS_MILK': 1, 'Egg': 1}"
CHRISTMAS_APPLE_CIDER,2,enhanced_crafting_table,"{'APPLE_JUICE': 1, 'Sugar': 1}"
CHRISTMAS_COOKIE,16,enhanced_crafting_table,"{'Cookie': 1, 'Sugar': 1, 'Lime Dye': 1}"
CHRISTMAS_FRUIT_CAKE,4,enhanced_crafting_table,"{'Egg': 1, 'Apple': 1, 'Melon': 1, 'Sugar': 1}"
CHRISTMAS_APPLE_PIE,2,enhanced_crafting_table,"{'Sugar': 1, 'Apple': 1, 'Egg': 1}"
CHRISTMAS_HOT_CHOCOLATE,1,smeltery,{'CHRISTMAS_CHOCOLATE_MILK': 1}
CHRISTMAS_CAKE,4,enhanced_crafting_table,"{'Egg': 1, 'Sugar': 1, 'WHEAT_FLOUR': 1, 'Milk Bucket': 1}"
CHRISTMAS_CARAMEL,4,smeltery,{'Sugar': 2}
CHRISTMAS_CARAMEL_APPLE,2,enhanced_crafting_table,"{'CHRISTMAS_CARAMEL': 1, 'Apple': 1, 'Stick': 1}"
CHRISTMAS_CHOCOLATE_APPLE,2,enhanced_crafting_table,"{'Cocoa Beans': 1, 'Apple': 1, 'Stick': 1}"
CHRISTMAS_PRESENT,1,magic_workbench,"{'Name Tag': 1, 'Red Wool': 4, 'Green Wool': 2}"
CARROT_PIE,2,enhanced_crafting_table,"{'Sugar': 1, 'Carrot': 1, 'Egg': 1}"
EASTER_APPLE_PIE,2,enhanced_crafting_table,"{'Sugar': 1, 'Apple': 1, 'Egg': 1}"
EASTER_EGG,2,enhanced_crafting_table,"{'Lime Dye': 1, 'Egg': 1, 'Purple Dye': 1}"
REINFORCED_PLATE,1,compressor,{'REINFORCED_ALLOY_INGOT': 8}
HARDENED_GLASS,16,enhanced_crafting_table,"{'Glass': 8, 'REINFORCED_PLATE': 1}"
COOLING_UNIT,1,enhanced_crafting_table,"{'Ice': 6, 'ALUMINUM_INGOT': 2, 'ELECTRIC_MOTOR': 1}"
COOLER,1,enhanced_crafting_table,"{'CLOTH': 3, 'ALUMINUM_INGOT': 5, 'COOLING_UNIT': 1}"
WITHER_PROOF_OBSIDIAN,4,enhanced_crafting_table,"{'LEAD_INGOT': 4, 'Obsidian': 4, 'HARDENED_GLASS': 1}"
ANCIENT_PEDESTAL,4,magic_workbench,"{'Obsidian': 4, 'GOLD_8K': 2, 'Stone': 1}"
ANCIENT_ALTAR,1,magic_workbench,"{'Enchanting Table': 1, 'MAGIC_LUMP_3': 2, 'GOLD_8K': 2, 'Obsidian': 2}"
ENERGY_REGULATOR,1,enhanced_crafting_table,"{'SILVER_INGOT': 4, 'DAMASCUS_STEEL_INGOT': 4, 'ELECTRIC_MOTOR': 1}"
ENERGY_CONNECTOR,8,enhanced_crafting_table,"{'CARBON': 4, 'COPPER_WIRE': 4, 'Block of Redstone': 1}"
DUCT_TAPE,2,enhanced_crafting_table,"{'ALUMINUM_DUST': 3, 'Slimeball': 2, 'White Wool': 1, 'Paper': 3}"
SMALL_CAPACITOR,1,enhanced_crafting_table,"{'DURALUMIN_INGOT': 4, 'SULFATE': 1, 'REDSTONE_ALLOY': 2, 'ENERGY_CONNECTOR': 1, 'Redstone Dust': 1}"
MEDIUM_CAPACITOR,1,enhanced_crafting_table,"{'BILLON_INGOT': 4, 'REDSTONE_ALLOY': 2, 'Redstone Dust': 2, 'SMALL_CAPACITOR': 1}"
BIG_CAPACITOR,1,enhanced_crafting_table,"{'STEEL_INGOT': 4, 'REDSTONE_ALLOY': 2, 'Redstone Dust': 2, 'MEDIUM_CAPACITOR': 1}"
LARGE_CAPACITOR,1,enhanced_crafting_table,"{'REINFORCED_ALLOY_INGOT': 4, 'REDSTONE_ALLOY': 2, 'Redstone Dust': 2, 'BIG_CAPACITOR': 1}"
CARBONADO_EDGED_CAPACITOR,1,enhanced_crafting_table,"{'CARBONADO': 4, 'REDSTONE_ALLOY': 2, 'Redstone Dust': 2, 'LARGE_CAPACITOR': 1}"
ENERGIZED_CAPACITOR,1,enhanced_crafting_table,"{'CARBONADO': 4, 'REDSTONE_ALLOY': 2, 'Nether Star': 2, 'CARBONADO_EDGED_CAPACITOR': 1}"
SOLAR_GENERATOR,1,enhanced_crafting_table,"{'SOLAR_PANEL': 3, 'ALUMINUM_INGOT': 3, 'ELECTRIC_MOTOR': 1}"
SOLAR_GENERATOR_2,1,enhanced_crafting_table,"{'SOLAR_GENERATOR': 4, 'ALUMINUM_INGOT': 4, 'Redstone Dust': 1}"
SOLAR_GENERATOR_3,1,enhanced_crafting_table,"{'SOLAR_GENERATOR_2': 4, 'ALUMINUM_INGOT': 4, 'CARBONADO': 1}"
SOLAR_GENERATOR_4,1,enhanced_crafting_table,"{'SOLAR_GENERATOR_3': 4, 'BLISTERING_INGOT_3': 4, 'ELECTRO_MAGNET': 1}"
CHARGING_BENCH,1,enhanced_crafting_table,"{'ELECTRO_MAGNET': 1, 'BATTERY': 2, 'Crafting Table': 1, 'SMALL_CAPACITOR': 1}"
ELECTRIC_FURNACE,1,enhanced_crafting_table,"{'Furnace': 1, 'GILDED_IRON': 4, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ELECTRIC_FURNACE_2,1,enhanced_crafting_table,"{'ELECTRIC_MOTOR': 1, 'GILDED_IRON': 4, 'ELECTRIC_FURNACE': 1, 'HEATING_COIL': 1}"
ELECTRIC_FURNACE_3,1,enhanced_crafting_table,"{'ELECTRIC_MOTOR': 1, 'STEEL_INGOT': 2, 'ELECTRIC_FURNACE_2': 1, 'GILDED_IRON': 2, 'HEATING_COIL': 1}"
ELECTRIC_GOLD_PAN,1,enhanced_crafting_table,"{'GOLD_PAN': 1, 'Flint': 2, 'ELECTRIC_MOTOR': 1, 'ALUMINUM_INGOT': 3}"
ELECTRIC_GOLD_PAN_2,1,enhanced_crafting_table,"{'GOLD_PAN': 1, 'Iron Ingot': 2, 'ELECTRIC_GOLD_PAN': 1, 'DURALUMIN_INGOT': 3}"
ELECTRIC_GOLD_PAN_3,1,enhanced_crafting_table,"{'GOLD_PAN': 1, 'ELECTRIC_MOTOR': 2, 'ELECTRIC_GOLD_PAN_2': 1, 'COBALT_INGOT': 2, 'BLISTERING_INGOT_3': 1}"
ELECTRIC_DUST_WASHER,1,enhanced_crafting_table,"{'Water Bucket': 1, 'ELECTRO_MAGNET': 2, 'ELECTRIC_GOLD_PAN': 1, 'COPPER_INGOT': 3}"
ELECTRIC_DUST_WASHER_2,1,enhanced_crafting_table,"{'Water Bucket': 1, 'ELECTRO_MAGNET': 2, 'ELECTRIC_DUST_WASHER': 1, 'DAMASCUS_STEEL_INGOT': 3}"
ELECTRIC_DUST_WASHER_3,1,enhanced_crafting_table,"{'Water Bucket': 1, 'ELECTRO_MAGNET': 2, 'ELECTRIC_DUST_WASHER_2': 1, 'CORINTHIAN_BRONZE_INGOT': 2, 'BLISTERING_INGOT_3': 1}"
ELECTRIC_INGOT_FACTORY,1,enhanced_crafting_table,"{'Flint and Steel': 1, 'HEATING_COIL': 2, 'ELECTRIC_DUST_WASHER': 1, 'DAMASCUS_STEEL_INGOT': 2, 'ELECTRIC_MOTOR': 1}"
ELECTRIC_INGOT_FACTORY_2,1,enhanced_crafting_table,"{'GILDED_IRON': 2, 'Flint and Steel': 1, 'HEATING_COIL': 2, 'ELECTRIC_INGOT_FACTORY': 1, 'BRASS_INGOT': 2, 'ELECTRIC_MOTOR': 1}"
ELECTRIC_INGOT_FACTORY_3,1,enhanced_crafting_table,"{'GILDED_IRON': 2, 'Flint and Steel': 1, 'HEATING_COIL': 2, 'ELECTRIC_INGOT_FACTORY_2': 1, 'BRASS_INGOT': 2, 'BLISTERING_INGOT_3': 1}"
ELECTRIFIED_CRUCIBLE,1,enhanced_crafting_table,"{'LEAD_INGOT': 4, 'CRUCIBLE': 1, 'DAMASCUS_STEEL_INGOT': 2, 'HEATING_COIL': 1, 'LARGE_CAPACITOR': 1}"
ELECTRIFIED_CRUCIBLE_2,1,enhanced_crafting_table,"{'CORINTHIAN_BRONZE_INGOT': 2, 'ELECTRIFIED_CRUCIBLE': 1, 'DAMASCUS_STEEL_INGOT': 2, 'ELECTRIC_MOTOR': 1, 'LEAD_INGOT': 2, 'HEATING_COIL': 1}"
ELECTRIFIED_CRUCIBLE_3,1,enhanced_crafting_table,"{'CORINTHIAN_BRONZE_INGOT': 2, 'ELECTRIFIED_CRUCIBLE_2': 1, 'STEEL_PLATE': 2, 'POWER_CRYSTAL': 1, 'LEAD_INGOT': 3}"
ELECTRIC_ORE_GRINDER,1,enhanced_crafting_table,"{'Diamond Pickaxe': 1, 'GILDED_IRON': 4, 'HEATING_COIL': 1, 'ELECTRIC_MOTOR': 1}"
ELECTRIC_ORE_GRINDER_2,1,enhanced_crafting_table,"{'Diamond Pickaxe': 1, 'HEATING_COIL': 2, 'ELECTRIC_ORE_GRINDER': 1, 'GILDED_IRON': 2, 'BLISTERING_INGOT_3': 1}"
ELECTRIC_ORE_GRINDER_3,1,enhanced_crafting_table,"{'REINFORCED_PLATE': 4, 'HEATING_COIL': 1, 'ELECTRIC_ORE_GRINDER_2': 1, 'BLISTERING_INGOT_3': 1}"
HEATED_PRESSURE_CHAMBER,1,enhanced_crafting_table,"{'LEAD_INGOT': 6, 'ELECTRIC_MOTOR': 1, 'Glass': 1, 'HEATING_COIL': 1}"
HEATED_PRESSURE_CHAMBER_2,1,enhanced_crafting_table,"{'LEAD_INGOT': 4, 'ELECTRIC_MOTOR': 1, 'HEATED_PRESSURE_CHAMBER': 1, 'REINFORCED_ALLOY_INGOT': 2, 'HEATING_COIL': 1}"
ELECTRIC_INGOT_PULVERIZER,1,enhanced_crafting_table,"{'ELECTRIC_ORE_GRINDER': 1, 'LEAD_INGOT': 4, 'MEDIUM_CAPACITOR': 1, 'HEATING_COIL': 1}"
COAL_GENERATOR,1,enhanced_crafting_table,"{'HEATING_COIL': 2, 'Furnace': 1, 'NICKEL_INGOT': 3, 'ELECTRIC_MOTOR': 1}"
COAL_GENERATOR_2,1,enhanced_crafting_table,"{'Magma Block': 2, 'HEATING_COIL': 1, 'HARDENED_METAL_INGOT': 2, 'COAL_GENERATOR': 1, 'ELECTRIC_MOTOR': 1}"
BIO_REACTOR,1,enhanced_crafting_table,"{'HEATING_COIL': 2, 'COMPOSTER': 1, 'ALUMINUM_BRASS_INGOT': 3, 'ELECTRIC_MOTOR': 1}"
AUTO_DRIER,1,enhanced_crafting_table,"{'HEATING_COIL': 2, 'Smoker': 1, 'Campfire': 1}"
AUTO_BREWER,1,enhanced_crafting_table,"{'HEATING_COIL': 1, 'REINFORCED_PLATE': 2, 'Brewing Stand': 1, 'ELECTRIC_MOTOR': 1}"
ELECTRIC_PRESS,1,enhanced_crafting_table,"{'Piston': 2, 'ELECTRIC_MOTOR': 1, 'MEDIUM_CAPACITOR': 1, 'DAMASCUS_STEEL_INGOT': 3}"
ELECTRIC_PRESS_2,1,enhanced_crafting_table,"{'Sticky Piston': 2, 'ELECTRIC_PRESS': 1, 'DAMASCUS_STEEL_INGOT': 5, 'BIG_CAPACITOR': 1}"
MAGNESIUM_SALT,1,heated_pressure_chamber,"{'MAGNESIUM_DUST': 1, 'SALT': 1}"
MAGNESIUM_GENERATOR,1,enhanced_crafting_table,"{'ELECTRIC_MOTOR': 1, 'COMPRESSED_CARBON': 2, 'Water Bucket': 1, 'DURALUMIN_INGOT': 3}"
AUTO_ENCHANTER,1,enhanced_crafting_table,"{'Enchanting Table': 1, 'CARBONADO': 2, 'ELECTRIC_MOTOR': 1, 'WITHER_PROOF_OBSIDIAN': 3}"
AUTO_ENCHANTER_2,1,enhanced_crafting_table,"{'REINFORCED_PLATE': 2, 'BIG_CAPACITOR': 1, 'BLISTERING_INGOT_3': 2, 'AUTO_ENCHANTER': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'SYNTHETIC_DIAMOND': 1}"
AUTO_DISENCHANTER,1,enhanced_crafting_table,"{'Redstone Dust': 2, 'Anvil': 1, 'CARBONADO': 2, 'AUTO_ENCHANTER': 1, 'WITHER_PROOF_OBSIDIAN': 3}"
AUTO_DISENCHANTER_2,1,enhanced_crafting_table,"{'REINFORCED_PLATE': 2, 'Anvil': 1, 'BLISTERING_INGOT_3': 2, 'AUTO_DISENCHANTER': 1, 'WITHER_PROOF_OBSIDIAN': 2, 'BIG_CAPACITOR': 1}"
AUTO_ANVIL,1,enhanced_crafting_table,"{'Anvil': 1, 'REINFORCED_ALLOY_INGOT': 2, 'ELECTRIC_MOTOR': 1, 'Block of Iron': 3}"
AUTO_ANVIL_2,1,enhanced_crafting_table,"{'AUTO_ANVIL': 1, 'STEEL_PLATE': 2, 'HEATING_COIL': 1, 'Block of Iron': 3}"
BOOK_BINDER,1,enhanced_crafting_table,"{'Enchanting Table': 1, 'Bookshelf': 2, 'HARDENED_METAL_INGOT': 1, 'SYNTHETIC_SAPPHIRE': 2, 'SMALL_CAPACITOR': 1}"
MULTIMETER,1,enhanced_crafting_table,"{'COPPER_INGOT': 2, 'REDSTONE_ALLOY': 1, 'GOLD_6K': 1}"
PLASTIC_SHEET,8,heated_pressure_chamber,{'BUCKET_OF_OIL': 1}
ANDROID_MEMORY_CORE,1,enhanced_crafting_table,"{'BRASS_INGOT': 4, 'Orange Stained Glass': 2, 'POWER_CRYSTAL': 2, 'TIN_DUST': 1}"
GPS_TRANSMITTER,1,enhanced_crafting_table,"{'ELECTRO_MAGNET': 1, 'STEEL_INGOT': 4, 'ADVANCED_CIRCUIT_BOARD': 1, 'ELECTRIC_MOTOR': 1}"
GPS_TRANSMITTER_2,1,enhanced_crafting_table,"{'GPS_TRANSMITTER': 4, 'BRONZE_INGOT': 4, 'CARBON': 1}"
GPS_TRANSMITTER_3,1,enhanced_crafting_table,"{'GPS_TRANSMITTER_2': 4, 'CORINTHIAN_BRONZE_INGOT': 4, 'CARBONADO': 1}"
GPS_TRANSMITTER_4,1,enhanced_crafting_table,"{'GPS_TRANSMITTER_3': 4, 'BLISTERING_INGOT_3': 2, 'NICKEL_INGOT': 2, 'CARBONADO': 1}"
GPS_CONTROL_PANEL,1,enhanced_crafting_table,"{'ELECTRO_MAGNET': 1, 'COBALT_INGOT': 2, 'ADVANCED_CIRCUIT_BOARD': 1, 'ALUMINUM_BRASS_INGOT': 3}"
GPS_MARKER_TOOL,1,enhanced_crafting_table,"{'ELECTRO_MAGNET': 1, 'Lapis Lazuli': 2, 'BASIC_CIRCUIT_BOARD': 1, 'Redstone Dust': 2, 'REDSTONE_ALLOY': 1}"
GPS_EMERGENCY_TRANSMITTER,1,enhanced_crafting_table,"{'ELECTRO_MAGNET': 1, 'GPS_TRANSMITTER': 1, 'ESSENCE_OF_AFTERLIFE': 1}"
ANDROID_INTERFACE_ITEMS,1,enhanced_crafting_table,"{'PLASTIC_SHEET': 4, 'STEEL_INGOT': 3, 'BASIC_CIRCUIT_BOARD': 1, 'Blue Stained Glass': 1}"
ANDROID_INTERFACE_FUEL,1,enhanced_crafting_table,"{'PLASTIC_SHEET': 4, 'STEEL_INGOT': 3, 'Red Stained Glass': 1, 'BASIC_CIRCUIT_BOARD': 1}"
PROGRAMMABLE_ANDROID,1,enhanced_crafting_table,"{'PLASTIC_SHEET': 5, 'ANDROID_MEMORY_CORE': 1, 'COAL_GENERATOR': 1, 'ELECTRIC_MOTOR': 1, 'Chest': 1}"
PROGRAMMABLE_ANDROID_MINER,1,enhanced_crafting_table,"{'Diamond Pickaxe': 2, 'PROGRAMMABLE_ANDROID': 1, 'ELECTRIC_MOTOR': 1}"
PROGRAMMABLE_ANDROID_FARMER,1,enhanced_crafting_table,"{'Diamond Hoe': 2, 'PROGRAMMABLE_ANDROID': 1, 'ELECTRIC_MOTOR': 1}"
PROGRAMMABLE_ANDROID_WOODCUTTER,1,enhanced_crafting_table,"{'Diamond Axe': 2, 'PROGRAMMABLE_ANDROID': 1, 'ELECTRIC_MOTOR': 1}"
PROGRAMMABLE_ANDROID_FISHERMAN,1,enhanced_crafting_table,"{'Fishing Rod': 2, 'PROGRAMMABLE_ANDROID': 1, 'ELECTRIC_MOTOR': 1}"
